aX,aY,aZ,gX,gY,gZ
0.246,-0.231,-0.089,-33.880,247.240,3.850
0.263,-0.159,0.025,-38.150,245.070,5.320
0.254,-0.139,0.041,-42.350,244.860,5.460
0.240,-0.133,0.019,-41.440,249.130,4.410
0.235,-0.108,0.113,-37.100,253.190,3.010
0.224,-0.043,0.205,-32.130,251.020,4.200
0.212,0.043,0.257,-31.080,246.890,11.550
0.213,0.127,0.296,-24.850,238.700,19.530
0.206,0.115,0.263,-25.340,232.120,27.160
0.201,0.046,0.224,-27.440,227.010,31.220
0.186,-0.037,0.163,-34.650,222.950,31.150
0.187,-0.074,0.064,-44.030,226.800,32.270
0.169,-0.120,0.095,-56.700,230.930,34.370
0.151,-0.212,0.091,-56.980,238.700,31.290
0.114,-0.297,0.158,-59.710,255.500,26.180
0.087,-0.240,0.346,-57.050,260.680,23.310
0.064,-0.151,0.441,-45.780,261.240,23.100
0.031,-0.013,0.490,-31.780,260.610,27.230
0.021,0.072,0.562,-20.510,252.560,33.740
-0.004,0.122,0.555,-19.600,237.440,40.320
-0.060,0.199,0.449,-22.610,233.520,52.220
-0.084,0.248,0.389,-18.480,233.730,73.010
-0.109,0.006,0.386,-25.200,237.370,75.950
-0.133,-0.165,0.375,-32.970,252.910,76.580
-0.161,-0.295,0.489,-22.750,275.450,77.490
-0.055,-0.542,1.123,-32.760,265.160,62.510
-0.123,-0.808,1.061,-19.180,268.590,40.320
-0.191,-0.839,1.144,-25.060,296.240,16.730
-0.194,-0.624,1.677,-39.340,295.960,7.630
-0.125,-0.398,2.066,-43.680,264.530,9.800
-0.063,-0.253,2.169,-40.460,217.070,11.480
-0.045,-0.132,1.787,-49.280,196.560,21.910
-0.007,-0.133,1.447,-50.050,198.660,28.840
0.011,-0.226,1.403,-46.270,196.000,30.940
0.051,-0.283,1.265,-27.860,204.260,32.130
0.044,-0.458,1.227,-10.640,223.160,23.170
0.011,-0.478,1.425,1.610,234.360,13.300
0.007,-0.387,1.669,7.980,233.100,9.730
0.016,-0.349,1.774,8.890,227.570,5.740
-0.095,-0.318,1.841,-13.860,211.610,-3.710
-0.074,-0.176,1.637,-30.870,219.940,-5.810
-0.085,-0.039,1.918,-44.030,204.750,1.750
-0.036,-0.009,1.975,-59.220,186.060,10.010
-0.036,-0.049,1.894,-77.350,168.490,17.920
-0.019,-0.127,1.734,-90.370,160.650,20.300
0.002,-0.172,1.644,-98.070,156.240,23.100
-0.002,-0.176,1.527,-100.940,156.240,30.240
-0.010,-0.200,1.456,-93.030,163.170,40.810
0.011,-0.405,1.471,-76.020,165.830,36.960
-0.004,-0.556,1.525,-55.930,160.300,23.380
0.024,-0.575,1.619,-33.180,147.840,10.080
0.033,-0.532,1.752,-28.770,123.340,-0.210
0.020,-0.391,1.614,-46.830,103.740,1.960
0.011,-0.340,1.226,-50.400,109.760,7.840
-0.037,-0.385,1.229,-58.030,121.310,10.500
-0.034,-0.468,1.243,-109.270,111.230,16.310
-0.131,-0.392,1.138,-184.380,215.180,86.660
0.309,-1.003,3.029,-105.840,569.170,148.540
-0.914,-2.333,7.336,-75.110,225.400,-28.980
-0.759,-1.464,7.347,6.370,-217.070,-193.270
-0.381,0.207,3.861,135.450,-474.460,-134.050
0.072,0.810,-1.174,39.830,-462.000,-39.410
-0.390,1.055,-2.375,155.680,35.000,67.760
-0.281,0.141,0.371,55.930,95.480,68.040
0.061,-0.173,1.663,19.740,26.460,76.720
0.067,-0.720,1.728,-16.450,-4.760,51.590
-0.012,-0.956,1.927,-56.350,-5.950,13.720
-0.028,-0.749,2.191,-29.120,-27.650,8.050
-0.049,-0.526,2.408,-34.650,-72.870,14.560
-0.066,-0.599,2.201,2.870,-88.690,17.010
-0.127,-0.912,2.195,26.180,-91.770,-5.390
-0.149,-0.966,2.338,29.540,-101.360,-25.480
-0.177,-0.856,2.492,25.200,-128.310,-38.010
-0.177,-0.707,2.476,25.690,-154.350,-45.640
-0.220,-0.607,2.374,27.230,-176.120,-49.980
-0.266,-0.526,2.180,39.830,-194.390,-50.750
-0.301,-0.497,2.132,47.320,-206.990,-51.870
-0.306,-0.458,2.074,60.130,-220.570,-48.790
-0.323,-0.494,2.006,68.110,-236.390,-48.020
-0.337,-0.580,1.845,84.630,-240.170,-49.840
-0.354,-0.663,1.781,96.600,-238.840,-56.280
-0.379,-0.723,1.817,105.770,-242.130,-62.510
-0.388,-0.748,1.832,109.550,-253.470,-69.720
-0.419,-0.707,1.802,112.210,-258.370,-75.810
-0.436,-0.598,1.852,102.970,-272.580,-80.010

-0.472,-0.499,1.736,96.390,-290.010,-80.150
-0.483,-0.456,1.613,86.800,-302.120,-79.590
-0.492,-0.441,1.480,77.210,-309.330,-81.060
-0.483,-0.395,1.315,73.850,-310.870,-79.870
-0.475,-0.393,1.148,85.540,-306.250,-78.260
-0.462,-0.449,1.118,92.190,-299.180,-81.900
-0.451,-0.434,1.186,88.200,-298.900,-88.690
-0.438,-0.325,1.255,88.060,-308.840,-86.310
-0.440,-0.270,1.179,85.190,-323.610,-84.490
-0.442,-0.210,1.075,74.340,-334.740,-82.740
-0.452,-0.139,0.862,72.940,-341.600,-74.410
-0.420,-0.176,0.755,76.650,-346.290,-69.160
-0.410,-0.290,0.583,71.330,-346.640,-77.490
-0.374,-0.261,0.438,68.320,-342.790,-84.140
-0.339,-0.118,0.396,65.520,-345.940,-82.600
-0.303,0.003,0.330,57.120,-351.960,-76.510
-0.286,0.084,0.175,54.180,-354.690,-64.540
-0.270,0.080,-0.024,56.000,-344.120,-58.450
-0.239,0.092,-0.190,50.470,-328.020,-52.290
-0.166,0.108,-0.149,49.980,-321.930,-39.900
-0.135,0.003,-0.168,51.870,-319.900,-39.060
-0.123,-0.054,-0.394,57.120,-302.890,-41.790
-0.096,-0.022,-0.318,59.640,-290.080,-40.180
-0.034,0.062,-0.227,66.710,-288.400,-32.200
-0.029,0.031,-0.230,66.850,-290.290,-26.740
-0.030,-0.058,-0.383,47.040,-274.400,-30.590
0.009,-0.102,-0.297,24.430,-265.510,-38.710
0.051,0.043,-0.248,13.370,-269.570,-36.050
0.069,0.142,-0.329,16.800,-269.570,-27.160
0.070,0.099,-0.362,10.850,-267.540,-24.220
0.086,0.061,-0.442,8.610,-262.850,-21.910
0.122,0.001,-0.493,8.050,-256.550,-24.710
0.164,-0.098,-0.479,17.150,-256.340,-32.130
0.180,-0.123,-0.558,31.150,-252.420,-38.920
0.172,-0.122,-0.654,35.630,-240.870,-43.400
0.182,-0.108,-0.674,46.340,-228.970,-49.000
0.206,-0.092,-0.670,47.110,-219.450,-52.640
0.213,-0.045,-0.655,42.490,-210.210,-53.200
0.220,-0.014,-0.662,45.080,-202.160,-52.360
0.246,-0.020,-0.633,39.340,-197.330,-55.510
0.254,-0.006,-0.627,35.980,-196.420,-60.060
0.237,0.069,-0.655,27.790,-196.350,-61.670
0.214,0.158,-0.676,20.860,-198.450,-56.070
0.200,0.185,-0.725,20.020,-201.670,-50.680
0.192,0.101,-0.810,20.790,-203.840,-52.430
0.152,0.048,-1.029,24.010,-198.800,-57.750
0.163,0.070,-1.138,29.190,-186.620,-59.920
0.183,0.160,-1.142,28.000,-179.760,-54.040
0.230,0.142,-1.143,27.580,-179.200,-51.870
0.209,0.077,-1.196,22.610,-176.960,-55.790
0.214,0.048,-1.250,11.900,-173.880,-63.140
0.236,0.097,-1.329,10.850,-171.570,-65.870
0.232,0.134,-1.443,18.200,-166.950,-69.020
0.192,0.142,-1.514,17.990,-162.400,-74.970
0.175,0.253,-1.556,7.840,-158.410,-80.360
0.167,0.476,-1.595,-1.120,-156.800,-78.400
0.154,0.673,-1.747,-10.360,-160.580,-65.660
0.123,0.775,-1.716,-19.250,-165.970,-50.190
0.101,0.728,-1.923,-23.800,-167.300,-40.670
0.047,0.744,-2.105,-22.960,-144.200,-33.740
0.003,0.806,-2.351,-14.000,-144.690,-23.100
0.010,0.875,-2.561,-10.570,-123.970,-1.050
0.025,0.892,-2.776,1.960,-90.440,16.730
-0.003,0.868,-2.957,-1.120,-19.600,35.490
0.022,0.784,-2.854,1.960,44.520,50.540
0.042,0.610,-2.456,-8.120,91.700,57.050
0.068,0.410,-1.864,-13.020,103.600,54.460
0.161,0.281,-1.641,-17.850,105.980,43.400
0.165,0.251,-1.484,-38.290,103.530,27.370
0.143,0.455,-1.403,-63.840,101.080,30.170
0.147,0.679,-1.420,-67.900,110.670,47.880
0.126,0.760,-1.219,-66.220,128.660,69.370
0.176,0.795,-0.991,-80.570,117.950,104.650
0.195,0.708,-0.903,-99.260,101.220,125.370
0.206,0.699,-1.119,-108.290,92.470,150.290
0.189,0.708,-1.362,-109.900,100.170,181.160
0.111,0.634,-1.486,-98.070,118.090,221.410
0.275,0.454,-1.531,-90.090,144.830,246.190
0.162,0.240,-1.610,-4.830,163.450,279.300
-0.210,-0.112,-0.599,117.670,225.750,229.810
0.495,0.094,-1.057,58.520,222.740,219.870
0.355,0.077,-0.653,3.290,219.870,218.680
0.328,0.085,-0.447,-28.000,191.870,213.710
-0.421,0.243,-0.880,-105.770,183.540,221.900
0.819,-0.129,-1.206,-59.290,235.060,181.930
0.387,0.012,-0.633,-71.120,211.190,181.510
0.573,-0.216,-0.513,-68.810,192.010,159.880
0.471,-0.389,-0.605,-40.250,181.930,124.460
0.454,-0.492,-0.591,-42.980,176.750,87.570
0.494,-0.488,-0.693,-43.750,179.060,53.550
0.470,-0.399,-0.752,-38.080,189.210,18.760
0.466,-0.077,-0.811,-21.140,199.080,11.480
0.461,0.206,-0.869,-7.630,213.990,20.790
0.459,0.415,-0.930,10.780,230.580,39.340
0.434,0.525,-0.987,12.040,250.810,67.900
0.429,0.623,-1.083,13.930,277.200,88.060
0.323,0.888,-0.753,61.180,313.950,131.600
0.373,0.958,0.548,-1.750,220.850,183.960
0.342,-0.070,-0.184,-4.690,187.180,150.220
0.267,-0.533,-0.265,37.450,178.850,89.670
0.330,-0.304,-0.434,24.080,188.860,71.610
0.313,-0.327,-0.535,35.910,216.370,50.890
0.126,-0.488,-0.203,29.540,226.800,14.840
0.272,-0.676,-0.140,10.990,234.920,-35.700
0.276,-0.488,-0.204,-33.740,259.350,-82.180
0.264,-0.162,-0.227,-49.980,281.050,-85.890
0.255,0.131,-0.221,-58.940,301.630,-69.370
0.240,0.297,-0.155,-56.210,310.310,-41.370
-0.017,0.353,-0.112,9.170,302.820,-5.950
0.244,0.400,-0.205,68.880,312.060,22.190
0.127,0.369,-0.104,113.820,321.370,44.800
0.089,0.060,0.031,144.340,325.640,43.820
0.105,-0.102,0.188,170.590,317.310,31.150
0.103,0.060,0.356,155.470,312.620,27.860
0.110,0.366,0.437,132.930,302.330,49.980
0.036,0.464,0.399,129.080,294.000,77.420
-0.018,0.456,0.284,105.210,293.300,99.400
-0.095,0.266,0.280,68.530,302.260,112.490
-0.130,0.041,0.489,28.000,298.830,115.430

-0.808,-0.597,1.188,-14.560,245.000,33.250
-0.848,-0.520,1.297,-26.740,243.670,18.900
-0.851,-0.511,1.411,-22.050,239.890,6.090
-0.855,-0.398,1.660,-41.790,231.280,-2.450
-0.850,-0.202,1.846,-72.870,216.510,3.360
-0.835,-0.120,2.060,-74.270,189.840,15.680
-0.776,-0.102,2.099,-57.890,171.290,29.750
-0.731,-0.264,1.991,-63.840,165.970,36.400
-0.644,-0.386,2.075,-53.130,153.090,39.410
-0.498,-0.612,2.100,-32.690,128.100,30.800
-0.483,-0.775,2.077,-24.010,117.810,10.640
-0.475,-0.786,2.077,-23.100,111.020,-2.730
-0.453,-0.749,2.130,-27.930,97.440,-16.450
-0.394,-0.639,2.142,-19.180,84.210,-21.700
-0.372,-0.535,2.095,-3.780,73.780,-20.300
-0.361,-0.502,2.062,7.910,64.890,-19.110
-0.335,-0.494,2.018,14.000,49.210,-17.850
-0.310,-0.496,1.888,23.660,42.350,-16.240
-0.301,-0.362,1.772,6.790,39.760,-5.390
-0.318,-0.324,1.660,-8.190,47.180,3.780
-0.292,-0.369,1.791,-37.870,90.580,33.390
-0.287,-0.690,3.026,-17.080,243.810,63.770
-0.377,-2.296,4.855,42.280,-38.780,-95.060
-0.465,-0.972,3.092,-63.630,-111.790,-89.880
-0.394,0.177,1.435,-8.540,-85.540,-28.140
-0.419,-0.103,1.280,-36.260,-53.340,-13.580
-0.368,0.003,1.545,-20.160,-43.820,6.020
-0.330,0.015,1.776,-1.610,-60.970,21.000
-0.396,-0.153,1.625,-4.970,-56.210,20.090
-0.395,-0.354,1.862,-0.630,-57.400,24.640
-0.327,-0.666,2.167,14.910,-90.020,16.660
-0.354,-0.867,2.032,16.800,-102.900,-0.700
-0.366,-0.724,1.893,26.320,-106.890,-6.020
-0.354,-0.713,1.864,41.790,-114.100,-8.330
-0.383,-0.795,1.847,59.780,-117.880,-17.920
-0.384,-0.740,1.893,68.600,-129.500,-26.880
-0.414,-0.661,1.828,70.560,-135.240,-31.360
-0.423,-0.606,1.788,73.360,-145.880,-36.260
-0.427,-0.566,1.833,70.980,-159.180,-41.650
-0.446,-0.496,1.844,60.970,-174.370,-46.550
-0.494,-0.480,1.738,46.270,-187.600,-49.700
-0.490,-0.421,1.711,46.200,-198.240,-50.400
-0.466,-0.385,1.738,71.820,-214.130,-47.250
-0.523,-0.468,1.661,73.710,-223.090,-53.690
-0.575,-0.393,1.654,56.140,-229.810,-48.650
-0.564,-0.344,1.578,65.240,-236.530,-38.360
-0.623,-0.397,1.455,56.770,-234.220,-35.210
-0.589,-0.371,1.447,52.080,-236.040,-30.170
-0.560,-0.429,1.436,62.300,-238.350,-28.140
-0.596,-0.412,1.455,68.810,-241.220,-24.220
-0.611,-0.406,1.549,77.770,-253.540,-29.400
-0.631,-0.440,1.486,97.440,-264.740,-40.810
-0.660,-0.269,1.359,62.790,-266.840,-41.930
-0.618,-0.088,1.297,65.940,-277.130,-28.280
-0.557,-0.112,1.228,80.010,-285.950,-22.820
-0.547,-0.232,1.104,105.280,-289.870,-25.760
-0.527,-0.199,0.994,133.700,-289.240,-21.630
-0.475,-0.186,1.009,150.080,-286.580,-19.600
-0.444,-0.209,1.115,149.870,-289.100,-23.100
-0.405,-0.160,1.193,112.700,-298.970,-29.260
-0.414,-0.050,1.196,49.840,-311.360,-30.170
-0.446,0.223,1.049,-31.360,-315.980,-4.900
-0.381,0.489,0.851,-28.630,-320.600,35.840
-0.382,0.148,0.866,-52.850,-339.150,43.540
-0.371,0.001,0.588,-114.030,-349.440,43.750
-0.328,-0.238,0.157,-114.870,-324.450,25.620
-0.415,-0.769,-0.025,-176.120,-271.110,-43.540
-0.087,-0.443,0.485,-124.180,-272.090,-41.020
-0.061,-0.067,0.200,-44.310,-277.270,-30.450
-0.244,-0.320,0.684,13.510,-282.030,-43.190
-0.282,-0.479,0.514,-69.300,-284.690,-67.270
-0.386,-0.064,0.411,-126.420,-284.760,-86.800
-0.081,-0.009,0.777,-95.480,-324.730,-97.720
-0.009,0.049,0.322,2.870,-371.070,-90.650
-0.041,-0.081,0.075,48.860,-385.210,-82.880
-0.089,-0.415,-0.063,29.750,-381.150,-113.820
-0.086,-0.402,-0.199,-53.130,-349.370,-156.940
-0.059,-0.003,-0.344,-139.720,-314.020,-160.930
0.060,0.312,-0.412,-138.880,-290.290,-140.140
0.103,0.504,-0.455,-58.100,-278.530,-94.080
0.148,0.404,-0.352,-44.380,-273.140,-66.780
0.113,0.253,-0.736,26.180,-248.500,-49.000
0.153,0.055,-0.958,15.750,-199.220,-52.220
0.155,-0.084,-0.926,-55.860,-143.080,-65.380
0.164,-0.045,-0.597,-94.220,-102.690,-74.130
0.206,0.115,-0.071,66.570,-119.000,-48.790
0.246,0.552,1.499,250.040,-266.280,-9.870
0.187,0.183,1.164,172.270,-400.680,-6.580
-0.010,-0.146,-0.508,155.890,-424.620,-14.910
0.007,-0.238,-0.913,192.010,-392.070,-17.920
0.014,-0.518,-0.919,182.350,-356.790,-43.330
0.013,-0.792,-0.900,169.330,-340.760,-86.660
0.066,-0.622,-0.874,173.740,-336.140,-106.400
0.069,-0.248,-1.002,162.890,-329.700,-99.330
0.068,-0.170,-1.207,151.200,-295.190,-94.500
0.061,-0.122,-1.150,121.030,-276.360,-82.670
0.079,0.125,-1.099,69.020,-260.470,-65.450
0.087,0.241,-1.074,22.470,-243.880,-47.040
0.081,0.309,-1.069,-29.890,-238.070,-29.680
0.068,0.361,-1.184,-73.640,-236.530,-9.450
0.085,0.208,-1.431,-49.350,-232.050,-10.220
0.126,0.235,-1.488,-50.470,-222.670,-7.070
0.103,0.332,-1.520,-74.550,-222.810,4.550
0.042,0.362,-1.666,-64.960,-223.230,11.410
0.068,0.364,-1.855,-45.710,-218.540,16.170
0.081,0.350,-2.157,-29.820,-217.210,21.560
0.092,0.283,-2.428,1.470,-213.080,23.870
0.090,0.188,-2.640,31.290,-206.290,18.340
0.114,0.110,-2.809,46.620,-134.120,9.170
0.094,0.120,-2.774,49.280,-83.160,-0.350
0.056,0.268,-2.795,85.680,-56.560,-0.910
0.050,0.366,-2.781,94.920,-30.800,5.390
0.042,0.414,-2.796,90.510,4.970,13.370
0.036,0.407,-2.714,77.630,30.310,19.810
0.053,0.371,-2.687,59.570,55.090,26.950
0.055,0.285,-2.684,63.910,88.130,28.350
0.071,0.214,-2.485,64.330,120.750,27.370
0.054,0.235,-2.075,62.160,145.880,29.470
0.119,0.197,-1.846,78.540,155.400,28.350

-0.103,-0.177,2.370,-50.680,133.280,2.730
-0.091,-0.211,2.312,-45.430,117.110,4.340
-0.044,-0.262,2.353,-35.070,98.700,2.450
-0.033,-0.308,2.277,-18.340,82.530,-2.520
-0.012,-0.351,2.186,-8.960,62.300,-10.640
-0.007,-0.296,2.084,-3.710,51.380,-13.020
-0.022,-0.143,2.021,6.580,37.380,-0.560
0.029,-0.223,1.930,8.680,23.030,-4.550
0.024,-0.175,1.740,8.820,16.520,-6.020
0.007,-0.207,1.663,8.330,11.200,-11.200
0.022,-0.119,1.526,3.990,12.670,-7.210
0.035,-0.087,1.457,1.120,14.700,-2.450
0.020,-0.120,1.458,-3.500,9.590,-1.050
0.014,-0.124,1.412,-6.160,4.550,3.080
0.008,-0.141,1.366,-5.180,2.310,5.320
-0.010,-0.167,1.319,-4.410,2.730,6.370
-0.001,-0.210,1.297,-3.430,4.340,2.800
-0.017,-0.238,1.266,2.450,7.070,-0.910
-0.008,-0.301,1.291,6.440,13.370,-10.010
-0.011,-0.234,1.411,5.950,11.900,-14.490
-0.003,-0.175,1.466,4.970,11.690,-13.720
-0.028,-0.135,1.617,5.180,10.500,-11.130
-0.010,-0.108,1.777,6.370,5.320,-8.120
-0.012,-0.119,1.934,8.050,-2.450,-7.840
-0.030,-0.152,2.113,9.520,-33.740,-9.730
-0.042,-0.142,2.317,12.530,-38.290,-10.430
-0.038,-0.101,2.491,18.550,-61.040,-6.720
-0.071,-0.116,2.576,25.270,-87.850,-6.440
-0.109,-0.141,2.621,34.720,-120.890,-6.580
-0.135,-0.211,2.617,50.470,-147.140,-11.620
-0.166,-0.235,2.550,59.920,-168.700,-13.020
-0.250,-0.207,2.490,68.670,-194.880,-12.740
-0.331,-0.198,2.426,77.630,-211.050,-13.090
-0.347,-0.125,2.442,80.990,-231.350,-5.740
-0.365,-0.221,2.303,77.490,-249.410,-6.230
-0.408,-0.229,2.318,74.480,-265.440,-8.680
-0.446,-0.284,2.297,69.160,-281.890,-15.260
-0.491,-0.249,2.277,65.170,-305.690,-19.530
-0.519,-0.216,2.191,65.660,-323.190,-26.810
-0.551,-0.094,2.018,63.840,-336.630,-25.340
-0.592,0.027,1.911,62.650,-348.040,-18.200
-0.617,0.060,1.786,57.120,-356.650,-14.420
-0.626,0.090,1.680,50.330,-364.140,-12.180
-0.610,0.105,1.487,41.790,-369.320,-9.940
-0.589,0.085,1.383,38.290,-371.210,-10.850
-0.557,0.045,1.303,36.750,-375.130,-11.130
-0.540,0.066,1.140,36.260,-377.650,-8.680
-0.513,0.068,1.010,32.130,-377.160,-4.340
-0.484,0.068,0.855,26.530,-373.240,-0.210
-0.387,0.073,0.806,12.880,-368.830,3.640
-0.490,-0.026,0.586,-14.980,-360.850,-6.160
-0.335,0.323,0.581,-13.650,-364.350,24.150
-0.326,0.056,0.402,-13.650,-340.690,20.370
-0.276,0.076,0.143,-6.510,-324.800,23.030
-0.211,0.159,0.233,2.450,-313.670,28.140
-0.151,0.128,0.204,-5.460,-308.770,35.000
-0.098,0.046,0.150,-18.130,-298.760,32.970
-0.064,-0.035,0.191,-31.570,-295.120,29.610
-0.013,-0.069,0.133,-42.140,-291.550,28.630
0.021,-0.194,0.104,-46.060,-295.050,21.700
0.020,-0.243,0.014,-43.680,-291.060,13.580
0.020,-0.295,0.042,-36.890,-298.760,5.810
0.015,-0.282,-0.105,-26.740,-297.080,2.800
0.060,-0.277,-0.175,-5.040,-289.380,-1.260
0.066,-0.277,-0.228,3.150,-283.920,-9.100
0.069,-0.138,-0.395,5.810,-261.660,-7.630
0.125,-0.064,-0.217,14.840,-259.070,-2.380
0.105,-0.106,-0.291,16.940,-249.200,-2.590
0.151,-0.048,-0.237,15.680,-230.090,-2.170
0.187,-0.054,-0.188,9.100,-237.090,-0.070
0.212,-0.066,-0.270,3.780,-238.980,1.960
0.201,-0.118,-0.341,-2.100,-237.580,-0.350
0.209,-0.148,-0.404,-4.690,-237.790,-4.270
0.200,-0.175,-0.468,-0.910,-233.310,-11.270
0.195,-0.127,-0.504,-3.710,-221.760,-13.160
0.228,-0.103,-0.494,-4.480,-214.970,-13.720
0.262,-0.105,-0.506,-0.770,-208.320,-15.890
0.267,-0.110,-0.486,-3.220,-201.880,-18.410
0.285,-0.079,-0.418,-6.860,-197.820,-19.670
0.331,-0.026,-0.416,-9.660,-197.050,-17.150
0.345,-0.014,-0.435,-6.090,-198.380,-17.150
0.338,-0.037,-0.477,0.070,-198.800,-18.550
0.339,-0.012,-0.449,7.770,-202.370,-17.990
0.333,0.055,-0.466,3.220,-206.150,-14.420
0.306,0.064,-0.476,-1.540,-210.700,-11.900
0.282,0.083,-0.542,-6.370,-216.510,-8.820
0.259,0.010,-0.625,-4.130,-220.500,-10.990
0.284,-0.002,-0.693,-9.870,-222.390,-10.570
0.239,-0.000,-0.813,-13.230,-221.550,-7.770
0.224,0.013,-0.879,-17.080,-217.560,-6.440
0.229,-0.035,-0.938,-22.120,-212.030,-8.680
0.225,-0.044,-0.992,-22.610,-209.090,-11.410
0.216,-0.042,-1.085,-20.790,-203.910,-12.810
0.192,-0.032,-1.164,-23.590,-199.500,-16.100
0.177,-0.011,-1.265,-21.280,-194.670,-19.880
0.169,0.019,-1.383,-18.900,-192.920,-23.170
0.166,0.076,-1.491,-18.970,-192.780,-23.030
0.132,0.156,-1.644,-17.220,-189.070,-20.440
0.090,0.226,-1.807,-16.310,-182.980,-14.700
0.061,0.280,-1.995,-11.760,-176.330,-7.630
0.034,0.248,-2.219,-9.240,-161.630,-1.470
0.011,0.225,-2.375,-6.370,-129.290,0.630
-0.034,0.238,-2.710,-4.340,-116.760,4.760
-0.075,0.233,-2.902,-2.520,-83.090,9.170
-0.105,0.238,-3.034,-0.630,-45.290,13.720
-0.109,0.204,-3.101,2.100,8.750,15.750
-0.113,0.186,-3.056,3.080,51.450,17.990
-0.089,0.158,-2.844,2.590,86.450,20.580
-0.051,0.100,-2.621,2.870,115.430,21.070
-0.016,0.072,-2.359,3.780,155.260,19.180
0.011,0.036,-2.030,3.220,159.040,14.770
0.026,0.052,-1.805,6.650,168.560,12.460
0.069,0.063,-1.646,10.990,174.720,8.960
0.098,0.091,-1.528,12.110,177.730,7.280
0.131,0.137,-1.425,11.970,179.760,7.140
0.148,0.181,-1.392,10.920,181.230,9.030
0.164,0.201,-1.402,9.590,186.900,11.830
0.176,0.211,-1.370,8.400,194.320,15.330
0.184,0.174,-1.301,9.450,201.600,16.870

-0.609,-0.340,1.610,-49.140,320.180,64.610
-0.527,-0.306,1.756,-35.700,286.090,58.590
-0.491,-0.285,1.721,-28.140,266.910,52.220
-0.470,-0.203,1.610,-21.490,253.750,48.510
-0.379,-0.190,1.534,-26.530,246.540,48.090
-0.495,-0.118,1.422,-28.280,233.240,55.790
-0.509,-0.133,1.324,-41.720,238.910,64.890
-0.520,-0.282,1.403,-47.880,241.360,66.990
-0.550,-0.392,1.419,-52.640,245.210,63.490
-0.591,-0.472,1.490,-63.420,252.420,59.080
-0.601,-0.570,1.679,-76.230,250.880,54.740
-0.589,-0.646,1.838,-87.290,240.870,49.210
-0.520,-0.709,2.000,-91.350,227.430,42.070
-0.464,-0.771,2.060,-89.740,216.020,28.560
-0.437,-0.804,2.151,-89.390,203.700,19.040
-0.379,-0.787,2.265,-81.340,184.450,10.640
-0.346,-0.757,2.273,-63.910,155.330,2.030
-0.331,-0.712,2.249,-44.800,138.110,-6.300
-0.322,-0.613,2.245,-17.710,120.400,-12.740
-0.314,-0.560,2.197,0.910,102.620,-16.380
-0.305,-0.502,2.091,17.220,94.570,-18.200
-0.316,-0.492,2.033,38.010,91.490,-23.170
-0.292,-0.407,2.127,42.000,80.430,-21.910
-0.281,-0.291,2.094,39.200,66.080,-14.910
-0.296,-0.330,1.856,25.060,112.840,-5.460
-0.195,-0.792,2.804,26.950,179.270,-27.090
-0.478,-0.539,3.564,77.280,61.180,-35.000
-0.399,-0.100,2.821,76.300,-79.170,-20.440
-0.235,-0.057,2.470,65.240,-89.670,1.610
-0.327,-0.144,2.481,33.320,-114.800,13.370
-0.326,-0.044,2.187,24.360,-122.220,24.570
-0.370,-0.225,2.054,19.740,-117.530,19.740
-0.397,-0.485,2.217,35.000,-120.680,0.350
-0.394,-0.383,2.336,48.440,-134.540,0.560
-0.353,-0.390,2.331,62.930,-149.800,-1.260
-0.391,-0.396,2.301,78.400,-161.140,-1.330
-0.404,-0.390,2.277,102.130,-171.220,-1.470
-0.408,-0.414,2.286,110.810,-182.700,-4.830
-0.448,-0.437,2.324,114.170,-203.490,-10.570
-0.483,-0.432,2.323,112.280,-221.690,-17.640
-0.526,-0.415,2.304,103.460,-241.710,-21.630
-0.583,-0.316,2.214,93.170,-267.400,-20.510
-0.620,-0.275,2.086,82.950,-281.400,-20.580
-0.647,-0.234,1.971,71.750,-289.310,-21.000
-0.666,-0.158,1.918,60.410,-301.700,-13.930
-0.718,-0.154,1.850,52.220,-311.640,-14.140
-0.697,-0.169,1.678,47.110,-309.820,-15.960
-0.675,-0.149,1.654,47.670,-310.170,-16.800
-0.675,-0.141,1.643,47.460,-312.340,-18.760
-0.680,-0.134,1.686,47.250,-317.730,-20.860
-0.680,-0.091,1.749,48.860,-327.600,-20.230
-0.709,-0.061,1.624,49.560,-342.230,-16.800
-0.722,-0.079,1.696,52.010,-351.190,-14.700
-0.705,-0.104,1.657,52.570,-361.830,-14.910
-0.736,-0.100,1.588,51.660,-377.930,-17.010
-0.673,-0.063,1.359,55.020,-381.500,-14.280
-0.676,-0.042,1.189,58.660,-382.270,-11.270
-0.625,-0.009,1.119,64.540,-384.650,-6.300
-0.610,0.021,0.962,66.010,-384.230,-1.190
-0.576,0.027,0.729,68.810,-371.490,0.700
-0.542,0.013,0.671,70.770,-364.210,-1.120
-0.468,0.048,0.607,74.480,-359.450,5.740
-0.410,0.039,0.566,66.990,-355.810,10.010
-0.418,-0.023,0.534,56.210,-354.200,12.740
-0.377,-0.015,0.459,47.180,-353.080,16.590
-0.354,-0.025,0.345,39.970,-350.700,20.020
-0.327,-0.038,0.189,42.560,-341.460,23.100
-0.286,-0.057,0.147,39.480,-323.750,22.750
-0.247,-0.050,0.205,31.080,-318.780,25.830
-0.193,-0.047,0.244,19.880,-320.180,30.660
-0.152,-0.098,0.285,12.530,-331.730,30.100
