aX,aY,aZ,gX,gY,gZ
0.525,-0.452,0.625,70.980,-67.480,110.670
0.550,-0.916,0.654,58.030,-56.420,95.200
0.569,-1.215,0.752,53.760,-47.880,67.760
0.575,-1.360,0.949,46.340,-54.950,37.310
0.593,-1.398,0.871,39.550,-65.800,9.100
0.600,-1.465,0.572,6.650,-62.860,-38.920
0.561,-1.386,0.224,5.810,-36.750,-71.820
0.531,-0.970,0.164,2.730,1.330,-80.640
0.486,-0.665,0.366,2.240,25.690,-79.240
0.421,-0.502,0.764,7.140,35.280,-76.650
0.367,-0.333,1.121,-3.150,23.380,-68.950
0.350,-0.142,1.177,10.500,6.860,-46.760
0.363,-0.185,0.930,25.900,0.350,-32.760
0.394,-0.395,0.774,24.990,10.990,-35.210
0.407,-0.409,0.768,27.090,19.390,-33.880
0.425,-0.442,0.811,30.240,23.170,-34.790
0.424,-0.514,0.738,36.050,28.350,-40.390
0.415,-0.561,0.601,38.150,43.960,-50.190
0.390,-0.524,0.577,42.280,66.010,-60.480
0.379,-0.470,0.752,38.360,81.620,-68.320
0.360,-0.408,1.097,31.990,84.910,-75.250
0.355,-0.292,1.116,33.530,80.780,-75.670
0.317,-0.191,1.128,29.540,78.540,-71.540
0.313,-0.009,1.150,25.620,79.310,-61.880
0.341,-0.047,1.239,29.050,74.410,-48.930
0.385,-0.076,1.252,32.760,58.590,-37.240
0.371,-0.264,1.124,39.270,59.640,-42.980
0.343,-0.417,1.118,48.440,60.760,-52.430
0.369,-0.406,1.195,46.830,43.540,-61.740
0.384,-0.421,1.091,46.830,30.870,-71.540
0.386,-0.365,1.010,40.950,24.150,-79.310
0.360,-0.214,0.975,35.910,21.420,-80.150
0.322,-0.117,0.989,38.150,21.420,-75.250
0.287,-0.078,1.148,37.450,12.390,-71.890
0.299,-0.031,1.232,45.290,-1.190,-69.090
0.242,0.031,1.117,33.040,-4.830,-55.160
0.267,0.138,1.164,31.990,-11.760,-41.020
0.293,0.075,1.116,33.670,-20.230,-32.340
0.303,-0.058,0.937,30.520,-17.150,-33.110
0.303,-0.088,0.874,25.270,-12.180,-33.390
0.305,-0.061,0.841,17.570,-5.950,-30.730
0.295,-0.034,0.848,12.250,5.880,-26.950
0.267,-0.050,1.000,8.680,9.170,-24.150
0.274,-0.051,1.111,9.240,3.780,-1.400
0.290,-0.131,1.083,7.630,0.910,-18.130
0.293,-0.185,1.005,7.140,6.930,-19.810
0.278,-0.185,1.073,9.520,10.080,-19.390
0.315,-0.199,1.130,3.500,7.350,-18.550
0.319,-0.195,1.137,4.830,1.330,-15.120
0.303,-0.213,1.071,8.610,0.350,-12.320
0.284,-0.249,1.071,12.670,-3.990,-12.110
0.264,-0.321,0.986,11.200,-9.100,-16.800
0.255,-0.298,0.874,10.150,-5.740,-17.710
0.255,-0.223,0.843,16.800,-2.030,-11.200
0.257,-0.249,0.846,22.540,1.260,-8.680
0.258,-0.316,0.902,23.730,4.130,-10.710
0.264,-0.351,0.972,24.360,3.500,-14.770
0.276,-0.346,1.022,22.820,-0.910,-19.460
0.284,-0.297,0.998,22.260,-2.800,-21.350
0.277,-0.244,0.977,20.300,-3.010,-21.770
0.267,-0.193,0.951,20.160,-2.240,-20.160
0.263,-0.138,0.929,20.860,-0.140,-16.660
0.270,-0.087,0.920,23.380,0.910,-11.270
0.264,-0.094,0.871,21.280,7.280,-8.960
0.256,-0.055,0.916,17.360,13.580,-3.220
0.249,-0.020,1.058,17.430,9.660,4.550
0.253,-0.092,1.095,15.330,3.850,8.470
0.284,-0.108,1.045,18.480,1.680,14.070
0.334,-0.227,0.942,19.600,5.670,12.740
0.379,-0.379,0.996,12.600,14.490,2.100
0.409,-0.370,1.192,6.580,7.560,-5.740
0.445,-0.278,1.199,9.240,0.840,-6.790
0.474,-0.245,1.170,11.340,-0.630,-7.140
0.494,-0.228,1.169,13.790,-4.830,-8.610
0.509,-0.174,1.130,17.290,-3.920,-7.560
0.521,-0.053,1.154,25.060,-2.870,0.140
0.533,-0.026,1.193,38.430,-6.370,7.140
0.568,-0.039,1.109,54.460,-3.220,13.160
0.575,-0.082,1.092,71.330,5.530,16.310
0.536,-0.142,1.231,94.780,11.550,13.930

0.568,-0.463,1.490,63.980,-44.800,-53.760
0.604,-0.153,1.290,24.080,-54.390,-65.310
0.625,0.379,1.207,1.190,-50.680,-52.150
0.689,0.610,1.244,-3.290,-57.400,-30.100
0.779,0.643,0.874,7.560,-60.760,-9.520
0.839,0.543,0.443,11.690,-35.910,2.240
0.862,0.604,0.220,1.400,1.960,20.860
0.849,0.817,0.188,-4.480,37.240,53.410
0.783,0.890,0.268,-13.510,73.150,89.950
0.675,0.718,0.737,3.220,108.430,118.020
0.584,0.409,1.144,5.670,108.220,130.760
0.419,0.091,1.612,-2.170,102.550,122.290
0.265,-0.070,2.139,-2.940,81.480,107.520
0.281,-0.038,2.629,15.400,-13.580,106.260
0.416,-0.079,2.472,9.520,-80.430,100.030
0.460,-0.169,1.673,-19.250,-109.690,86.520
0.505,-0.087,1.017,-55.090,-105.140,70.420
0.590,0.069,0.604,-76.020,-80.430,71.050
0.734,0.184,0.450,-83.020,-48.370,80.500
0.787,0.131,0.386,-87.850,-27.790,81.620
0.799,0.107,0.397,-92.260,-9.380,82.250
0.820,0.219,0.360,-95.830,6.160,95.340
0.795,0.246,0.286,-87.150,31.360,112.910
0.754,0.116,0.281,-79.660,52.780,122.710
0.687,-0.027,0.319,-78.750,76.650,126.630
0.585,-0.224,0.491,-76.370,105.560,124.880
0.516,-0.452,1.035,-71.960,126.980,119.420
0.551,-0.755,1.690,-63.350,101.500,108.220
0.612,-1.152,1.944,-49.840,50.750,62.440
0.591,-1.668,1.728,-54.530,5.600,-2.520
0.536,-1.665,1.257,-76.020,-17.430,-60.760
0.481,-1.302,0.612,-103.530,-8.260,-91.140
0.379,-0.946,0.396,-117.250,11.690,-109.060
0.251,-0.530,0.384,-116.900,24.920,-110.530
0.108,-0.264,0.295,-103.460,40.740,-102.410
-0.036,-0.058,0.047,-84.910,60.690,-84.140
-0.152,0.010,-0.117,-63.420,96.600,-55.720
-0.328,-0.123,0.012,-43.120,133.070,-40.740
-0.589,-0.408,0.633,-29.190,149.940,-41.860
-0.732,-0.653,1.136,-24.780,129.570,-53.130
-0.836,-0.894,1.296,-12.530,88.550,-63.210
-1.311,-1.206,0.455,151.200,13.860,-97.650
-0.671,-1.482,0.007,-3.990,148.820,-208.670
-0.736,0.193,1.182,-188.370,98.630,-74.410
-1.802,0.024,1.344,42.420,-14.910,-44.310
-1.320,-1.403,0.308,-120.120,20.020,-148.400
-1.600,0.149,0.282,-123.620,58.450,-51.520
-1.651,0.570,1.135,-123.340,-0.420,-8.750
-1.657,0.427,0.289,-172.480,-2.590,35.980
-1.629,0.122,-0.065,-150.360,21.980,81.970
-1.535,-1.264,-0.318,-164.850,59.990,67.550
-1.544,-2.306,-0.554,-155.610,184.100,-21.980
-1.600,-2.834,0.420,-154.840,240.310,-153.650
-1.543,-1.707,1.525,-136.430,191.870,-225.960
-1.342,-0.580,1.584,-86.660,127.820,-201.390
-1.179,0.055,0.956,-45.290,100.940,-153.650
-1.112,0.200,0.657,-10.150,109.340,-115.500
-1.000,0.015,0.683,20.090,116.900,-97.090
-0.899,0.062,0.855,46.830,109.970,-84.910
-0.764,0.204,0.938,71.190,86.520,-61.320
-0.655,0.259,0.789,73.220,83.790,-33.670
-0.640,0.183,0.769,62.790,91.280,-7.910
-0.642,-0.182,0.925,29.680,97.090,1.190
-0.611,-0.343,1.215,-5.390,75.530,0.140
-0.574,-0.332,1.586,-23.450,68.180,4.480
-0.557,-0.331,1.781,-29.960,39.690,10.360
-0.526,-0.357,1.853,-20.300,-0.840,15.680
-0.376,-0.403,1.468,-9.590,-46.340,19.810
-0.465,-0.423,1.014,-8.260,-50.260,30.170
-0.446,-0.539,0.870,-8.750,-52.150,34.090
-0.413,-0.685,0.668,-19.180,-63.700,32.690
-0.347,-0.825,0.495,-27.510,-60.130,28.560
-0.318,-1.102,0.374,-37.450,-50.890,12.390
-0.312,-1.132,0.343,-42.420,-38.430,-9.310
-0.305,-0.980,0.506,-46.200,-38.220,-21.350
-0.272,-0.682,0.415,-27.930,-41.720,-13.370
-0.264,-0.612,0.290,-7.840,-32.200,-11.760
-0.237,-0.564,0.297,7.140,-18.340,-7.490
-0.208,-0.519,0.349,25.900,-11.620,-0.420
-0.192,-0.462,0.372,37.380,-1.750,7.490
-0.208,-0.418,0.431,44.100,9.100,19.250
-0.212,-0.419,0.566,44.660,14.350,35.770
-0.218,-0.669,0.623,45.710,18.620,41.160
-0.222,-0.872,0.736,41.020,23.590,32.970
-0.236,-0.971,0.953,47.110,22.400,23.030
-0.248,-1.040,1.086,49.070,13.790,9.940
-0.285,-1.068,1.118,51.310,7.070,-6.510
-0.320,-0.919,1.106,48.230,3.430,-22.260
-0.315,-0.695,1.120,47.320,-1.540,-22.260
-0.314,-0.552,1.110,42.840,-9.590,-20.300
-0.283,-0.442,1.092,38.010,-14.000,-13.160
-0.272,-0.279,1.122,32.690,-24.500,-2.590
-0.298,-0.183,1.011,27.300,-34.930,12.670
-0.306,-0.167,0.875,25.270,-33.880,28.630
-0.309,-0.291,0.788,23.310,-29.400,37.590
-0.319,-0.543,0.745,17.150,-21.280,34.790
-0.328,-0.630,0.789,22.050,-12.740,30.800
-0.352,-0.676,1.030,24.360,-15.400,23.940
-0.375,-0.585,1.153,27.160,-22.190,23.450
-0.400,-0.547,1.213,34.790,-31.990,25.130
-0.420,-0.608,1.153,41.090,-40.600,18.900
-0.420,-0.569,1.080,37.730,-42.700,15.120
-0.383,-0.426,1.008,34.860,-44.660,22.610
-0.366,-0.508,0.892,32.270,-42.840,19.880
-0.395,-0.579,0.834,19.810,-35.700,12.460
-0.442,-0.492,0.875,10.850,-32.970,9.590
-0.439,-0.395,0.925,0.280,-35.910,16.030
-0.469,-0.490,0.855,-1.330,-40.320,16.380
-0.562,-0.671,0.675,-10.640,-23.940,3.150
-0.616,-0.697,0.748,-19.460,-17.150,-11.130
-0.610,-0.538,0.784,-16.310,-18.410,-12.950
-0.581,-0.636,0.661,-13.300,-5.110,-26.600
-0.550,-0.706,0.757,-30.380,4.970,-59.640
-0.510,-0.291,1.001,-44.030,0.980,-63.840
-0.499,0.132,1.202,-43.610,-38.150,-35.210
-0.487,0.273,1.039,-42.280,-63.000,6.230
-0.505,-0.159,0.735,-48.650,-67.270,37.030
-0.562,-0.685,0.550,-51.450,-39.200,29.120
-0.650,-1.059,0.625,-62.300,-38.710,3.150

-0.688,-0.960,0.871,-57.470,-45.500,-18.830
-0.752,-0.852,0.728,-31.850,-46.550,-22.050
-0.750,-0.823,0.501,-5.180,-23.170,-29.890
-0.645,-0.710,0.593,27.230,-4.900,-40.670
-0.546,-0.348,0.829,56.070,-2.450,-47.460
-0.545,0.167,1.043,62.720,-27.020,-21.910
-0.568,0.569,0.840,51.590,-63.350,31.150
-0.591,0.474,0.392,19.670,-59.850,102.410
-0.705,-0.109,0.144,8.890,-33.670,111.090
-0.696,-0.446,0.504,-31.850,-22.890,114.100
-0.768,-0.729,0.664,-57.190,-26.460,101.640
-0.831,-0.924,0.863,-74.620,-23.660,92.960
-0.818,-1.069,1.316,-63.350,-48.300,76.160
-0.813,-1.181,1.517,-50.260,-81.970,48.930
-0.781,-0.943,1.462,-29.820,-125.440,28.770
-0.733,-0.632,0.680,-12.460,-144.410,32.130
-0.679,-0.444,0.294,-1.050,-128.590,41.090
-0.628,-0.298,0.182,11.200,-110.320,51.380
-0.577,-0.174,0.283,-2.450,-102.130,62.300
-0.536,-0.114,0.214,-0.560,-97.720,73.780
-0.507,-0.171,0.081,0.350,-78.260,86.030
-0.444,-0.224,0.165,9.240,-67.970,98.070
-0.437,-0.481,0.213,10.640,-43.400,90.720
-0.457,-0.601,0.558,4.410,-34.930,81.480
-0.389,-0.580,0.882,8.960,-50.540,79.100
-0.355,-0.750,0.854,9.450,-60.410,69.090
-0.282,-0.828,0.721,20.510,-62.160,59.920
-0.204,-0.863,0.667,38.780,-61.460,48.930
-0.120,-0.778,0.653,63.910,-60.690,39.200
-0.044,-0.667,0.588,72.940,-59.010,33.740
0.054,-0.554,0.404,78.400,-39.830,30.800
0.161,-0.362,0.504,80.010,-28.630,35.000
0.215,-0.142,0.658,71.190,-26.180,54.740
0.227,-0.061,0.790,59.430,-30.520,69.020
0.224,-0.077,0.816,49.000,-31.780,82.460
0.200,-0.176,0.935,49.280,-31.080,91.280
0.205,-0.315,1.015,47.320,-38.640,94.780
0.190,-0.583,0.875,57.540,-26.810,88.970
0.219,-0.605,1.116,71.890,-19.670,85.750
0.257,-0.623,1.495,81.410,-42.000,83.370
0.302,-0.651,1.424,85.470,-63.070,79.800
0.306,-0.711,1.099,92.330,-65.800,71.400
0.321,-0.737,0.837,98.140,-55.300,61.600
0.344,-0.743,0.665,102.830,-34.930,53.830
0.435,-0.687,0.627,110.810,-13.650,46.900
0.399,-0.731,0.933,129.850,0.000,26.390
0.394,-0.752,1.269,119.280,-6.650,13.230
0.394,-0.764,1.275,117.390,-26.460,0.210
0.353,-0.755,1.126,111.580,-8.400,-12.810
0.361,-0.784,1.341,96.320,-5.880,-27.510
0.380,-0.832,1.403,70.700,-10.920,-55.440
0.351,-0.677,1.305,57.400,-9.240,-69.230
0.350,-0.530,1.244,53.480,2.240,-79.800
0.371,-0.449,1.343,67.200,4.830,-90.370
0.399,-0.288,1.374,76.930,-3.640,-95.900
0.429,-0.263,1.256,71.540,-5.810,-96.530
0.484,-0.134,1.076,107.310,0.770,-90.720
0.443,-0.362,1.193,88.900,-5.880,-90.370
0.550,-0.126,1.052,70.560,-0.840,-79.240
0.493,-0.385,1.094,51.730,5.880,-87.290
0.435,-0.384,1.182,41.510,7.140,-94.570
0.422,-0.168,1.342,33.460,2.030,-92.330
0.420,-0.124,1.459,23.030,-14.770,-90.930
0.401,-0.093,1.266,19.740,-25.970,-91.490
0.362,-0.051,1.125,36.540,-22.190,-94.570
0.393,0.195,1.141,31.780,-22.750,-77.280
0.401,-0.045,1.116,23.940,-27.370,-81.340
0.407,-0.162,0.962,26.180,-23.800,-86.030
0.456,-0.027,1.015,38.010,-22.260,-75.950
0.456,-0.146,1.130,33.880,-35.420,-76.720
0.456,-0.252,1.104,21.840,-53.340,-85.330
0.449,-0.196,0.890,13.370,-60.480,-86.800
0.430,-0.402,0.534,-14.140,-41.720,-105.420
0.359,-0.077,0.441,-15.540,-17.920,-98.980
0.385,0.278,0.546,-2.940,3.570,-77.560
0.389,0.248,0.837,-8.750,6.300,-61.810
0.349,0.148,0.951,-16.730,-0.280,-52.640
0.291,0.111,0.956,-7.420,-5.390,-38.920
0.319,0.204,1.063,-1.540,-11.410,-24.710
0.242,-0.192,0.959,24.920,-13.790,-26.810
0.323,-0.251,0.845,-6.090,2.380,-42.560
0.290,-0.099,0.906,-21.840,11.550,-46.200
0.307,0.091,0.975,-12.180,14.000,-31.150
0.329,-0.058,1.044,-0.420,6.230,-29.470
0.363,-0.199,1.095,0.630,-3.850,-34.930
0.390,-0.230,0.954,-7.560,-15.610,-39.130
0.394,-0.203,0.767,-3.430,-5.040,-39.270
0.377,-0.145,0.727,6.300,11.620,-36.050
0.398,-0.198,0.966,4.340,13.370,-36.470
0.421,-0.114,1.037,3.220,9.100,-30.170
0.470,-0.121,1.011,1.190,7.770,-23.870
0.481,-0.188,1.019,1.400,7.630,-24.080
0.495,-0.185,0.996,3.780,10.500,-22.960
0.514,-0.163,1.038,5.530,13.580,-20.370
0.481,-0.229,1.084,11.340,12.810,-21.210
0.451,-0.242,1.170,13.160,7.910,-23.310
0.459,-0.127,1.203,15.050,-2.100,-17.710
0.471,-0.124,1.146,17.080,-10.850,-13.510
0.462,-0.202,1.027,16.030,-12.600,-15.820
0.470,-0.206,1.001,14.770,-10.220,-16.100
0.456,-0.173,1.034,9.870,-11.620,-14.630
0.452,-0.115,1.007,7.420,-10.640,-8.750
0.457,-0.080,1.016,8.820,-9.310,-0.630
0.469,-0.107,1.031,9.240,-9.800,6.930
0.461,-0.207,1.035,7.420,-9.450,6.230
0.441,-0.290,1.039,1.890,-5.530,0.910
0.441,-0.302,1.130,-1.120,-4.480,-4.060
0.439,-0.299,1.164,-4.970,-7.700,-9.800
0.459,-0.246,1.130,-1.890,-8.190,-14.350
0.473,-0.183,1.130,3.080,-5.250,-11.130
0.479,-0.210,1.222,9.450,-10.640,-9.520
0.490,-0.233,1.215,12.600,-15.820,-9.940
0.500,-0.155,1.162,23.520,-16.100,-7.000
0.501,-0.045,1.182,32.760,-20.230,0.560
0.529,0.037,1.177,41.650,-28.840,11.200
0.577,0.057,1.049,49.840,-31.500,20.930
0.624,-0.033,0.995,58.730,-30.310,23.240
0.646,-0.051,0.951,47.810,-31.290,23.800
0.695,-0.003,0.808,41.230,-20.160,28.910

0.194,-0.620,1.658,29.820,74.200,-18.480
0.244,-0.536,1.020,20.650,58.800,-32.480
0.229,-0.265,0.739,0.840,51.240,-32.900
0.144,-0.203,0.549,-36.540,55.440,-32.340
0.019,-0.097,0.577,-69.230,58.030,-27.720
-0.148,0.065,0.643,-109.830,69.860,-22.610
-0.444,0.074,0.769,-112.070,97.300,-12.950
-0.635,0.282,1.471,-58.520,94.500,15.890
-0.739,0.318,1.969,-9.240,45.290,35.630
-0.781,0.200,2.045,8.540,-30.310,57.330
-1.780,-3.863,0.208,123.480,-42.070,-193.550
0.223,1.521,0.759,18.060,-54.880,51.100
0.157,2.200,-0.671,33.180,42.910,285.530
-1.549,-3.311,0.463,101.080,84.280,-56.840
-1.376,-2.408,1.697,-88.200,-5.880,-141.330
-1.176,-1.323,0.308,-166.880,36.820,-181.090
-1.239,-0.666,0.887,-173.810,51.870,-177.310
-1.255,0.223,1.281,-228.340,16.310,-147.280
-1.337,0.287,0.709,-215.600,10.920,-123.200
-1.420,0.411,0.168,-189.560,43.050,-95.340
-1.330,0.608,0.001,-150.850,90.720,-35.560
-1.196,0.644,0.295,-73.360,129.290,11.130
-1.137,-0.150,0.832,-36.330,134.610,24.010
-1.107,-1.215,1.145,-23.380,130.970,-17.290
-1.034,-1.561,1.321,-9.380,142.590,-59.220
-0.934,-0.968,1.930,1.540,126.910,-78.680
-0.898,-0.658,2.386,-32.130,64.260,-80.570
-0.911,-0.532,2.466,-12.250,-5.250,-81.760
-0.956,-0.554,1.929,-31.710,-43.960,-98.280
-0.916,-0.423,1.326,-23.590,-41.860,-104.230
-0.751,-0.035,1.118,-28.070,-33.040,-93.730
-0.625,0.153,1.062,-9.520,-33.810,-71.260
-0.546,0.334,1.010,12.740,-40.950,-48.090
-0.517,0.375,0.894,21.980,-47.180,-24.010
-0.434,0.289,0.625,19.950,-37.240,-2.450
-0.395,0.020,0.550,5.880,-21.630,12.600
-0.380,-0.240,0.638,-2.940,-10.570,15.890
-0.402,-0.417,0.811,-15.820,-3.290,11.270
-0.396,-0.535,0.893,-22.400,-1.890,3.710
-0.372,-0.591,0.909,-30.100,-0.420,-8.120
-0.347,-0.501,0.885,-30.030,6.860,-11.760
-0.345,-0.439,0.951,-30.800,8.680,-14.700
-0.334,-0.335,0.986,-30.450,4.340,-11.830
-0.297,-0.216,0.764,-30.940,4.480,-3.220
-0.317,-0.312,0.774,-33.460,10.080,-2.520
-0.308,-0.351,0.779,-36.260,14.210,-1.470
-0.279,-0.305,0.789,-37.380,20.020,3.850
-0.229,-0.189,0.979,-21.560,17.150,20.790
-0.229,-0.390,1.133,-13.300,3.780,20.580
-0.258,-0.479,1.023,-9.590,0.280,16.380
-0.232,-0.446,1.052,-6.440,0.700,16.660
-0.223,-0.421,1.075,-2.240,-5.040,14.630
-0.200,-0.420,1.028,6.720,-9.100,14.140
-0.191,-0.435,0.966,1.470,-11.200,13.370
-0.201,-0.421,0.864,1.610,-5.040,13.650
-0.202,-0.370,0.897,-1.960,-0.630,15.680
-0.215,-0.389,0.933,-11.830,1.400,15.750
-0.220,-0.395,0.964,-18.200,0.840,14.980
-0.219,-0.412,0.923,-18.480,0.980,14.840
-0.229,-0.524,0.896,-7.840,3.150,6.580
-0.227,-0.497,0.900,-0.280,2.520,-1.260
-0.226,-0.388,0.840,8.750,5.250,-1.890
-0.233,-0.313,0.877,14.280,6.300,1.470
-0.224,-0.203,0.937,12.250,4.270,9.730
-0.221,-0.212,0.983,10.500,-0.490,15.680
-0.254,-0.294,0.971,5.810,-5.600,18.060
-0.261,-0.314,0.938,-0.840,-5.040,23.940
-0.264,-0.306,0.960,-1.050,-3.430,27.720
-0.298,-0.367,1.072,-4.760,-5.040,28.700
-0.317,-0.407,1.116,-4.200,-7.210,28.000
-0.337,-0.453,1.160,7.700,-10.150,22.890
-0.377,-0.399,1.226,12.460,-17.360,21.490
-0.415,-0.315,1.232,21.140,-21.140,21.910
-0.425,-0.382,1.241,38.500,-24.920,12.110
-0.421,-0.372,1.264,48.090,-31.710,9.170
-0.429,-0.280,1.199,50.960,-35.980,10.850
-0.440,-0.249,1.105,58.380,-39.200,13.440
-0.480,-0.210,1.041,36.960,-40.110,17.920
-0.517,-0.132,0.957,52.150,-35.560,27.510
-0.525,-0.154,1.026,43.680,-35.420,35.910
-0.585,-0.285,1.043,33.110,-39.410,39.410
-0.626,-0.333,0.977,22.750,-39.480,42.980
-0.657,-0.543,0.960,16.450,-36.680,35.560
-0.610,-0.594,1.079,21.770,-37.800,31.920
-0.592,-0.537,1.203,26.670,-49.140,31.920
-0.610,-0.494,1.122,31.710,-53.550,29.680
-0.581,-0.570,1.016,57.680,-49.210,21.280
-0.509,-0.578,1.073,65.870,-60.480,15.400
-0.526,-0.346,0.936,55.230,-68.530,24.360
-0.577,-0.077,0.656,52.850,-62.090,41.160
-0.637,-0.028,0.629,49.560,-43.890,57.400
-0.699,-0.090,0.809,37.450,-34.720,68.040
-0.749,-0.236,1.152,28.490,-40.740,72.380
-0.791,-0.391,1.417,20.020,-57.820,68.950
-0.802,-0.591,1.383,36.680,-80.010,62.580
-0.731,-0.893,1.332,69.720,-98.770,42.700
-0.708,-1.089,1.065,105.700,-108.780,4.550
-0.666,-0.800,0.803,121.520,-103.530,-15.400
-0.580,-0.279,0.634,123.130,-91.980,-13.790
-0.524,0.229,0.573,110.180,-90.160,8.470
-0.475,0.539,0.363,81.480,-83.160,49.140
-0.497,0.407,0.136,52.920,-65.450,67.900
-0.492,0.281,0.055,32.270,-22.120,80.990
-0.463,0.263,0.427,12.740,-6.790,96.110
-0.461,0.111,0.752,-7.350,-6.510,103.530
-0.454,-0.192,0.946,-19.810,-10.990,98.560
-0.390,-0.386,1.047,-19.530,-17.010,89.670
-0.318,-0.509,1.242,-17.710,-26.250,75.110
-0.307,-0.491,1.333,-18.270,-41.370,55.090
-0.259,-0.331,1.279,-10.990,-56.770,48.300
-0.147,-0.209,1.002,0.070,-70.980,45.710
-0.087,-0.124,0.727,4.480,-68.880,45.990
-0.066,0.078,0.481,-8.680,-53.410,53.970
-0.058,0.150,0.466,-5.460,-34.580,62.650
-0.054,0.193,0.741,-16.100,-32.830,72.310
-0.013,0.242,0.715,-24.360,-27.790,106.120
0.000,0.020,0.790,-23.100,-18.270,102.200
-0.001,-0.321,1.032,-29.960,-19.250,95.550
0.016,-0.657,1.245,-42.070,-27.090,79.380

0.164,-1.198,1.353,-44.100,-44.380,27.160
0.277,-1.178,1.350,-54.250,-60.900,-16.660
0.307,-0.882,1.144,-53.900,-66.780,-35.000
0.357,-0.572,0.945,-46.340,-64.050,-40.810
0.416,-0.360,0.860,-41.370,-65.240,-39.410
0.425,-0.246,0.652,-34.580,-57.330,-36.960
0.419,-0.142,0.614,-15.470,-30.590,-29.960
0.418,-0.092,0.647,3.010,-20.090,-23.310
0.407,0.008,0.736,33.250,-13.720,-7.630
0.393,0.072,0.813,57.890,-9.590,4.270
0.366,-0.038,0.882,75.670,-6.160,10.290
0.420,-0.099,0.982,88.480,-13.230,15.190
0.485,-0.121,0.887,92.820,-17.990,21.350
0.510,-0.183,0.772,88.550,-12.600,22.190
0.500,-0.332,0.802,72.380,-7.000,14.140
0.495,-0.396,0.909,48.580,-3.150,2.940
0.473,-0.381,1.034,23.100,-3.990,-8.050
0.401,-0.383,1.107,-5.460,-4.410,-20.230
0.382,-0.262,1.206,-14.700,-5.250,-22.960
0.414,-0.160,1.431,-17.290,-19.110,-22.680
0.398,-0.179,1.509,-29.610,-44.380,-26.600
0.422,-0.230,1.155,1.750,-45.150,-29.820
0.455,-0.313,0.912,15.960,-37.310,-40.180
0.533,-0.335,0.782,16.520,-26.250,-54.670
0.595,-0.403,0.594,18.270,-2.310,-68.740
0.651,-0.372,0.630,17.360,18.270,-80.780
0.593,-0.331,0.860,24.500,34.090,-89.390
0.529,-0.234,1.056,33.600,37.100,-95.410
0.517,-0.198,1.297,39.480,24.920,-104.300
0.495,-0.085,1.346,34.020,9.660,-106.050
0.487,-0.001,1.212,35.630,-1.960,-104.650
0.513,0.007,1.062,31.710,-2.170,-104.930
0.546,-0.050,0.935,26.950,2.030,-109.340
0.546,0.029,0.772,11.270,14.280,-108.710
0.570,0.190,0.639,19.950,36.750,-101.010
0.608,0.195,0.849,28.700,50.050,-96.390
0.623,0.030,0.950,27.720,48.440,-100.660
0.642,0.034,0.983,33.600,49.280,-103.320
0.651,-0.023,1.118,26.530,44.660,-112.560
0.641,0.040,1.176,26.040,32.760,-113.610
0.639,0.120,1.183,27.580,17.360,-111.160
0.634,0.144,1.186,32.550,2.800,-107.800
0.643,0.154,1.083,35.140,-7.140,-104.510
0.648,0.146,0.938,31.640,-10.500,-100.240
0.652,0.165,0.805,20.580,-7.420,-96.740
0.651,0.180,0.675,13.020,0.490,-93.030
0.654,0.169,0.621,24.640,18.690,-90.720
0.658,0.193,0.813,42.000,22.330,-85.330
0.634,0.278,1.044,45.010,12.180,-73.570
0.631,0.414,1.335,13.790,-7.140,-45.220
0.603,0.274,1.225,17.010,-13.790,-41.020
0.591,0.133,1.158,23.660,-19.740,-43.260
0.594,0.098,1.215,20.370,-34.230,-45.570
0.568,0.203,1.086,7.280,-39.270,-39.200
0.535,0.486,1.012,30.450,-40.950,-6.860
0.544,0.590,0.959,89.600,-46.830,41.440
0.605,0.072,1.133,16.800,-53.970,22.260
0.471,-0.146,0.863,20.370,-41.790,10.430
0.563,0.091,0.920,29.890,-40.740,19.390
0.576,-0.061,0.978,40.250,-44.940,9.870
0.590,-0.245,0.985,3.920,-55.230,-7.210
0.532,-0.092,0.773,-1.750,-45.990,-11.620
0.497,-0.015,0.736,-2.590,-27.160,-14.560
0.484,0.094,0.870,0.980,-25.970,-6.580
0.484,0.042,0.899,6.930,-29.820,-6.160
0.480,-0.049,0.833,15.540,-25.410,-10.080
0.495,0.001,0.778,6.510,-15.680,-11.200
0.489,-0.017,0.859,8.050,-8.190,-15.120
0.476,0.046,0.976,9.590,-8.540,-14.210
0.490,0.128,0.998,17.780,-9.240,-8.680
0.482,0.144,1.005,26.810,-9.940,-4.690
0.471,0.122,0.985,32.480,-9.590,-2.800
0.464,0.111,0.944,34.370,-6.510,-3.010
0.458,0.123,0.966,34.510,-2.590,-3.080
0.441,0.172,1.026,31.920,-3.990,0.070
0.441,0.186,1.047,28.700,-8.470,4.760
0.444,0.162,0.987,21.700,-10.920,6.510
0.463,0.118,0.901,20.440,-6.790,5.880
0.488,0.127,0.931,14.980,-1.470,7.140
0.518,0.106,0.960,1.890,0.770,5.600
0.534,0.115,0.961,-2.170,4.970,7.070
0.540,0.165,1.007,-3.360,7.560,13.720
0.532,0.162,1.070,-1.260,7.210,18.900
0.542,0.180,1.105,0.350,4.480,25.270
0.554,0.176,1.092,1.890,1.260,31.010
0.563,0.166,1.044,3.780,1.820,36.890
